Ký_tự,Pinyin,Hán_Việt,Số_cách_đọc,Tất_cả_cách_đọc
蚳,chí,trì,2,chỉ / trì
蚴,yòu,u,1,u
蚵,hé,hà,1,hà
蚶,hān,ham,1,ham
蚹,fù,phụ,1,phụ
蚺,rán,nhiêm,1,nhiêm
蚻,zhá,trát,1,trát
蚽,pí,~tì,1,~tì
蚿,xián,huyền,1,huyền
蛀,zhù,chú,2,chú / chấu
蛀,zhù,chấu,2,chú / chấu
蛁,diāo,điêu,1,điêu
蛃,bing3,bính,1,bính
蛄,gū,cô,1,cô
蛅,zhān,chiêm,1,chiêm
蛆,qū,thư,1,thư
蛇,shé,di,2,di / xà
蛇,shé,xà,2,di / xà
蛉,líng,linh,1,linh
蛊,gǔ,cổ,1,cổ
蛋,dàn,đản,1,đản
蛌,gǔ,cổ,1,cổ
蛍,yíng,~huỳnh,1,~huỳnh
蛎,lì,lệ,1,lệ
蛏,chēng,sanh,2,sanh / ~sanh
蛏,chēng,~sanh,2,sanh / ~sanh
蛐,qū,khúc,1,khúc
蛑,móu,mâu,1,mâu
蛒,gé,cắc,1,cắc
蛓,cì,~thứ,1,~thứ
蛔,huí,hồi,1,hồi
蛕,huí,hồi,1,hồi
蛖,mang2,mang,1,mang
蛗,fù,phụ,1,phụ
蛘,yáng,dạng,1,dạng
蛙,wā,oa,1,oa
蛚,liè,liệt,1,liệt
蛛,zhū,chu,3,chu / thù / châu
蛛,zhū,thù,3,chu / thù / châu
蛛,zhū,châu,3,chu / thù / châu
蛜,yī,y,1,y
蛞,kuò,khoát,1,khoát
蛟,jiāo,giao,1,giao
蛡,yì,dịch,1,dịch
蛣,qī,kiết,1,kiết
蛤,há,cáp,1,cáp
蛦,yí,dơi,2,dơi / ri
蛦,yí,ri,2,dơi / ri
蛧,wǎng,~võng,1,~võng
蛩,qióng,cung,1,cung
蛪,qie4,thiết,1,thiết
蛬,qiong2,cùng,1,cùng
蛭,zhì,điệt,2,điệt / chấy
蛭,zhì,chấy,2,điệt / chấy
蛮,mán,man,2,man / mán
蛮,mán,mán,2,man / mán
蛯,lǎo,lỗ,1,lỗ
蛰,zhé,trập,3,trập / chập / ~trập
蛰,zhé,chập,3,trập / chập / ~trập
蛰,zhé,~trập,3,trập / chập / ~trập
蛱,jiá,hiệp,3,hiệp / giáp / kiệp
蛱,jiá,giáp,3,hiệp / giáp / kiệp
蛱,jiá,kiệp,3,hiệp / giáp / kiệp
蛲,náo,nhiêu,3,nhiêu / nghêu / ~nghêu
蛲,náo,nghêu,3,nhiêu / nghêu / ~nghêu
蛲,náo,~nghêu,3,nhiêu / nghêu / ~nghêu
蛳,sī,tư,4,tư / si / sư / ~si
蛳,sī,si,4,tư / si / sư / ~si
蛳,sī,sư,4,tư / si / sư / ~si
蛳,sī,~si,4,tư / si / sư / ~si
蛴,qí,tề,3,tề / xê / ~kì
蛴,qí,xê,3,tề / xê / ~kì
蛴,qí,~kì,3,tề / xê / ~kì
蛵,xīng,~tinh,1,~tinh
蛸,shāo,sao,1,sao
蛹,yǒng,dũng,2,dũng / nhộng
蛹,yǒng,nhộng,2,dũng / nhộng
蛺,jiá,hiệp,3,hiệp / giáp / kiệp
蛺,jiá,giáp,3,hiệp / giáp / kiệp
蛺,jiá,kiệp,3,hiệp / giáp / kiệp
蛻,tuì,thuế,1,thuế
蛼,chē,xa,1,xa
蛾,é,nga,2,nga / nghĩ
蛾,é,nghĩ,2,nga / nghĩ
蜀,shǔ,thục,2,thục / xọc
蜀,shǔ,xọc,2,thục / xọc
蜂,fēng,phong,2,phong / ong
蜂,fēng,ong,2,phong / ong
蜃,shèn,thận,1,thận
蜅,fǔ,bò,1,bò
蜆,xiàn,hiện,3,hiện / kiến / ~hến
蜆,xiàn,kiến,3,hiện / kiến / ~hến
蜆,xiǎn,~hến,3,hiện / kiến / ~hến
蜇,zhē,triết,2,triết / xít
蜇,zhē,xít,2,triết / xít
蜈,wú,ngô,1,ngô
蜉,fú,phù,1,phù
蜊,lí,lị,1,lị
蜋,láng,lang,1,lang
蜍,chú,thừ,2,thừ / thờ
蜍,chú,thờ,2,thừ / thờ
蜎,yuān,quyên,1,quyên
蜐,jié,kiếp,1,kiếp
蜑,dàn,đản,1,đản
蜒,yán,diên,1,diên
蜓,tíng,đình,1,đình
蜔,diàn,điền,1,điền
蜕,tuì,thuế,1,thuế
蜖,huí,hồi,1,hồi
蜗,wō,oa,1,oa
蜘,zhī,tri,1,tri
蜙,sōng,tùng,1,tùng
蜚,fēi,phi,3,phi / phỉ / bay
蜚,fēi,phỉ,3,phi / phỉ / bay
蜚,fēi,bay,3,phi / phỉ / bay
蜛,jū,cư,1,cư
蜜,mì,mật,1,mật
蜝,qí,kì,1,kì
蜞,qí,kì,2,kì / kỳ
蜞,qí,kỳ,2,kì / kỳ
蜡,là,lạp,3,lạp / rệp / trá
蜡,là,rệp,3,lạp / rệp / trá
蜡,là,trá,3,lạp / rệp / trá
蜢,měng,mãnh,1,mãnh
蜣,qiāng,khương,1,khương
蜥,xī,tích,1,tích
蜦,lún,trun,1,trun
蜨,dié,điệp,1,điệp
蜩,tiáo,điêu,1,điêu
蜫,kūn,quân,1,quân
蜮,yù,vực,1,vực
蜯,bàng,bạng,1,bạng
蜰,féi,phì,1,phì
蜱,pí,tỳ,1,tỳ
蜴,yì,dịch,1,dịch
蜶,suò,tuất,1,tuất
蜷,quán,quyền,1,quyền
蜹,ruì,nhuế,1,nhuế
蜺,ní,nghê,1,nghê
蜻,qīng,tinh,2,tinh / thanh
蜻,qīng,thanh,2,tinh / thanh
蜼,wèi,vị,2,vị / dữu
蜼,wèi,dữu,2,vị / dữu
蜽,liǎng,lưỡng,1,lưỡng
蜾,guǒ,quả,1,quả
蜿,wān,uyển,1,uyển
蝀,dōng,đông,1,đông
蝃,dì,đế,2,đế / chuyết
蝃,dì,chuyết,2,đế / chuyết
蝄,wǎng,võng,1,võng
蝇,yíng,dăng,3,dăng / nhặng / ~huỳnh
蝇,yíng,nhặng,3,dăng / nhặng / ~huỳnh
蝇,yíng,~huỳnh,3,dăng / nhặng / ~huỳnh
蝈,guō,~quắc,2,~quắc / quắc
蝈,guō,quắc,2,~quắc / quắc
蝉,chán,thiền,1,thiền
蝋,là,~trá,1,~trá
蝌,kē,khoa,1,khoa
蝍,jié,tức,1,tức
蝎,xiē,hiết,3,hiết / rết / hạt
蝎,xiē,rết,3,hiết / rết / hạt
蝎,xiē,hạt,3,hiết / rết / hạt
蝏,tíng,đình,1,đình
蝐,mào,mội,1,mội
蝑,xū,~tu,1,~tu
蝒,mián,miễn,4,miễn / dện / nhện / rện
蝒,mián,dện,4,miễn / dện / nhện / rện
蝒,mián,nhện,4,miễn / dện / nhện / rện
蝒,mián,rện,4,miễn / dện / nhện / rện
蝓,yú,du,1,du
蝕,shí,thực,1,thực
蝗,huáng,hoàng,1,hoàng
蝘,yǎn,yển,1,yển
蝙,biān,biên,2,biên / biển
蝙,biān,biển,2,biên / biển
蝛,wēi,uy,1,uy
蝝,yuán,duyên,1,duyên
蝞,mèi,mị,1,mị
蝟,wèi,vị,2,vị / ~vệ
蝟,wèi,~vệ,2,vị / ~vệ
蝠,fú,bức,1,bức
蝡,rú,nhuyễn,1,nhuyễn
蝣,yóu,du,1,du
蝤,qiú,du,3,du / tưu / tù
蝤,qiú,tưu,3,du / tưu / tù
蝤,qiú,tù,3,du / tưu / tù
蝥,máo,mâu,1,mâu
蝦,xiā,hà,1,hà
蝨,shī,sắt,1,sắt
蝩,chóng,trùn,1,trùn
蝪,tang1,đường,1,đường
蝮,fù,phúc,1,phúc
蝯,yuán,viên,1,viên
蝰,kuí,khuê,1,khuê
蝱,méng,manh,1,manh
蝲,là,lạt,1,lạt
蝳,dú,đại,2,đại / nọc
蝳,dú,nọc,2,đại / nọc
蝴,hú,hà,2,hà / hồ
蝴,hú,hồ,2,hà / hồ
蝶,dié,điệp,1,điệp
蝸,wō,oa,1,oa
蝻,nǎn,nam,1,nam
蝼,lóu,lưu,3,lưu / lâu / sâu
蝼,lóu,lâu,3,lưu / lâu / sâu
蝼,lóu,sâu,3,lưu / lâu / sâu
蝽,chūn,xuân,1,xuân
蝾,róng,~dung,2,~dung / vinh
蝾,róng,vinh,2,~dung / vinh
蝿,yíng,~huỳnh,1,~huỳnh
螀,jiāng,chương,2,chương / tương
螀,jiāng,tương,2,chương / tương
螂,láng,lang,1,lang
螃,páng,bàng,1,bàng
螄,sī,tư,4,tư / si / sư / ~si
螄,sī,si,4,tư / si / sư / ~si
螄,sī,sư,4,tư / si / sư / ~si
螄,sī,~si,4,tư / si / sư / ~si
螅,xī,tức,1,tức
螆,cì,~thứ,1,~thứ
螇,xi1,tế,1,tế
螈,yuán,nguyên,1,nguyên
螉,wēng,ông,2,ông / ong
螉,wēng,ong,2,ông / ong
螋,sōu,sưu,1,sưu
螌,bān,ban,1,ban
融,róng,dong,2,dong / dung
融,róng,dung,2,dong / dung
螎,róng,dung,1,dung
螐,wu1,vũ,1,vũ
螒,hàn,hãn,1,hãn
螓,qín,tần,2,tần / trăn
螓,qín,trăn,2,tần / trăn
螕,bī,bả,1,bả
螗,táng,đường,1,đường
螘,yǐ,nghĩ,1,nghĩ
螙,dù,đố,1,đố
螚,nài,nại,1,nại
螛,he2,hợp,1,hợp
螞,mǎ,mã,1,mã
螟,míng,minh,1,minh
螠,yì,ếch,1,ếch
螡,wén,văn,1,văn
螢,yíng,huỳnh,2,huỳnh / ~giềng
螢,yíng,~giềng,2,huỳnh / ~giềng
螣,téng,đằng,2,đằng / đặc
螣,téng,đặc,2,đằng / đặc
螥,cāng,thương,1,thương
螨,mǎn,mãn,1,mãn
螫,shì,thích,1,thích
螬,cáo,tào,1,tào
螭,chī,li,2,li / ly
螭,chī,ly,2,li / ly
螮,dì,đế,2,đế / giải
螮,dì,giải,2,đế / giải
螯,áo,ngao,1,ngao
螱,wei4,vi,1,vi
螲,zhi4,chí,1,chí
螳,táng,đường,1,đường
螵,piāo,phiêu,1,phiêu
螺,luó,loa,1,loa
螻,lóu,lâu,2,lâu / sâu
螻,lóu,sâu,2,lâu / sâu
螼,qin3,khâm,1,khâm
螽,zhōng,chung,1,chung
螾,yǐn,dẫn,1,dẫn
螿,jiāng,tương,1,tương
蟀,shuài,xuất,2,xuất / suất
蟀,shuài,suất,2,xuất / suất
蟁,wén,văn,1,văn
蟄,zhé,trập,3,trập / chập / ~trập
蟄,zhé,chập,3,trập / chập / ~trập
蟄,zhé,~trập,3,trập / chập / ~trập
蟅,zhè,~chá,1,~chá
蟆,má,mô,1,mô
蟇,má,mạc,1,mạc
蟈,guō,quắc,1,quắc
蟊,máo,mâu,1,mâu
蟋,xī,tất,1,tất
蟎,mǎn,mãn,1,mãn
蟏,xiāo,tiêu,1,tiêu
蟑,zhāng,chương,1,chương
蟒,mǎng,mãng,1,mãng
蟓,xiàng,tượng,1,tượng
蟕,zuī,chủy,1,chủy
蟖,sī,~si,1,~si
蟘,te4,đặc,1,đặc
蟚,péng,bành,1,bành
蟛,péng,bành,1,bành
蟜,jiǎo,kiểu,1,kiểu
蟝,qú,cù,1,cù
蟟,liáo,liêu,2,liêu / liu
蟟,liáo,liu,2,liêu / liu
蟠,pán,bàn,2,bàn / phiền
蟠,pán,phiền,2,bàn / phiền
蟡,guǐ,ve,1,ve
蟢,xǐ,hỷ,2,hỷ / hỉ
蟢,xǐ,hỉ,2,hỷ / hỉ
蟣,jǐ,kì,3,kì / kỉ / kỷ
蟣,jǐ,kỉ,3,kì / kỉ / kỷ
蟣,jǐ,kỷ,3,kì / kỉ / kỷ
蟥,huáng,hoàng,1,hoàng
蟦,fei2,phí,1,phí
蟧,láo,~lao,1,~lao
蟨,jué,quyết,1,quyết
蟪,huì,huệ,1,huệ
蟫,yín,đàm,1,đàm
蟬,chán,thiền,1,thiền
蟭,jiāo,tiêu,1,tiêu
蟮,shàn,thiện,1,thiện
蟯,náo,nhiêu,3,nhiêu / nghêu / ~nghêu
蟯,náo,nghêu,3,nhiêu / nghêu / ~nghêu
蟯,náo,~nghêu,3,nhiêu / nghêu / ~nghêu
蟰,xiāo,tiêu,1,tiêu
蟲,chóng,trùng,1,trùng
蟳,xún,tằm,1,tằm
蟶,chēng,sanh,2,sanh / ~sanh
蟶,chēng,~sanh,2,sanh / ~sanh
蟷,dāng,đương,1,đương
蟸,li3,lý,1,lý
蟹,xiè,giải,1,giải
蟺,shàn,thiện,1,thiện
蟻,yǐ,nghĩ,1,nghĩ
蟼,jing3,kinh,1,kinh
蟾,chán,thiềm,1,thiềm
蟿,qì,khế,1,khế
蠀,ci1,từ,1,từ
蠁,xiǎng,hưởng,2,hưởng / ~hưởng
蠁,xiǎng,~hưởng,2,hưởng / ~hưởng
蠂,shè,nhiếp,1,nhiếp
蠃,luǒ,loa,3,loa / lỏa / loả
蠃,luǒ,lỏa,3,loa / lỏa / loả
蠃,luǒ,loả,3,loa / lỏa / loả
蠄,qín,cầm,1,cầm
蠅,yíng,dăng,3,dăng / nhặng / ~huỳnh
蠅,yíng,nhặng,3,dăng / nhặng / ~huỳnh
蠅,yíng,~huỳnh,3,dăng / nhặng / ~huỳnh
蠆,chài,sái,3,sái / mại / ~sái
蠆,chài,mại,3,sái / mại / ~sái
蠆,chài,~sái,3,sái / mại / ~sái
蠈,zéi,sách,1,sách
蠉,xuān,huyên,1,huyên
蠊,lián,liêm,1,liêm
蠋,zhú,thục,2,thục / trục
蠋,zhú,trục,2,thục / trục
蠍,xiē,hiết,3,hiết / rết / hạt
蠍,xiē,rết,3,hiết / rết / hạt
蠍,xiē,hạt,3,hiết / rết / hạt
蠎,mǎng,mãng,1,mãng
蠏,xiè,giải,1,giải
蠐,qí,tề,3,tề / xê / ~kì
蠐,qí,xê,3,tề / xê / ~kì
蠐,qí,~kì,3,tề / xê / ~kì
蠑,róng,vinh,1,vinh
蠒,jiǎn,kiển,1,kiển
蠓,měng,mông,3,mông / mòng / mống
蠓,měng,mòng,3,mông / mòng / mống
蠓,měng,mống,3,mông / mòng / mống
蠔,háo,hào,1,hào
蠕,rú,nhuyễn,2,nhuyễn / nhu
蠕,rú,nhu,2,nhuyễn / nhu
蠖,huò,hoạch,2,hoạch / oách
蠖,huò,oách,2,hoạch / oách
蠗,zhuó,tạc,1,tạc
蠘,jié,tiệt,1,tiệt
蠙,pín,tân,1,tân
蠚,hē,nhược,1,nhược
蠛,miè,miệt,2,miệt / mọt
蠛,miè,mọt,2,miệt / mọt
蠜,fán,phàn,1,phàn
蠟,là,lạp,3,lạp / rệp / trá
蠟,là,rệp,3,lạp / rệp / trá
蠟,là,trá,3,lạp / rệp / trá
蠠,min3,dân,1,dân
蠡,lí,lê,4,lê / lễ / lỏa / lãi
蠡,lí,lễ,4,lê / lễ / lỏa / lãi
蠡,lí,lỏa,4,lê / lễ / lỏa / lãi
蠡,lí,lãi,4,lê / lễ / lỏa / lãi
蠢,chǔn,xuẩn,1,xuẩn
蠣,lì,lệ,1,lệ
蠧,dù,đố,1,đố
蠨,xiāo,tiêu,1,tiêu
蠩,zhū,chư,1,chư
蠬,lóng,rồng,1,rồng
蠭,fēng,phong,1,phong
蠮,yē,ế,1,ế
蠰,náng,dạng,1,dạng
蠱,gǔ,cổ,1,cổ
蠲,juān,quyên,1,quyên
蠴,shu3,thư,1,thư
蠵,xī,huề,1,huề
蠶,cán,tàm,2,tàm / tằm
蠶,cán,tằm,2,tàm / tằm
蠷,qú,cù,1,cù
蠸,quán,quyền,1,quyền
蠹,dù,đố,1,đố
蠺,cán,tàm,1,tàm
蠻,mán,man,2,man / mán
蠻,mán,mán,2,man / mán
蠼,qú,quặc,1,quặc
蠽,jié,tiệt,1,tiệt
血,xuè,huyết,1,huyết
衁,huāng,hoang,1,hoang
衂,nǜ,nục,1,nục
衃,pēi,phôi,1,phôi
衄,nǜ,nục,1,nục
衅,xìn,hấn,1,hấn
衆,zhòng,chúng,2,chúng / ~chổng
衆,zhòng,~chổng,2,chúng / ~chổng
衇,mài,mạch,1,mạch
衈,èr,nhị,1,nhị
衉,kā,khách,1,khách
衊,miè,miệt,2,miệt / mét
衊,miè,mét,2,miệt / mét
衋,xì,hức,2,hức / hực
衋,xì,hực,2,hức / hực
行,xíng,hàng,4,hàng / hành / hạng / hạnh
行,xíng,hành,4,hàng / hành / hạng / hạnh
行,xíng,hạng,4,hàng / hành / hạng / hạnh
行,xíng,hạnh,4,hàng / hành / hạng / hạnh
衍,yǎn,diên,2,diên / diễn
衍,yǎn,diễn,2,diên / diễn
衎,kàn,khản,1,khản
衏,yuan4,nguyên,1,nguyên
衒,xuàn,huyễn,1,huyễn
術,shù,thuật,1,thuật
衔,xián,hàm,1,hàm
衕,tòng,đồng,1,đồng
衖,xiàng,hạng,1,hạng
街,jiē,nhai,1,nhai
衘,xián,hàm,1,hàm
衙,yá,nha,1,nha
衚,hú,hồ,1,hồ
衛,wèi,vệ,2,vệ / ~vệ
衛,wèi,~vệ,2,vệ / ~vệ
衜,dào,~đạo,1,~đạo
衝,chōng,xung,3,xung / trùng / trong
衝,chōng,trùng,3,xung / trùng / trong
衝,chōng,trong,3,xung / trùng / trong
衞,wèi,vệ,1,vệ
衟,dào,đạo,1,đạo
衠,zhūn,~truân,1,~truân
衡,héng,hoành,2,hoành / hành
衡,héng,hành,2,hoành / hành
衢,qú,cù,1,cù
衣,yī,y,2,y / ý
衣,yī,ý,2,y / ý
衤,yī,y,1,y
补,bǔ,bổ,2,bổ / bảo
补,bǔ,bảo,2,bổ / bảo
衦,gǎn,~cảm,1,~cảm
表,biǎo,biểu,1,biểu
衩,chǎ,sái,2,sái / xái
衩,chǎ,xái,2,sái / xái
衫,shān,sam,2,sam / oam
衫,shān,oam,2,sam / oam
衬,chèn,sấn,1,sấn
衭,fū,phu,1,phu
衮,gǔn,cổn,2,cổn / gọn
衮,gǔn,gọn,2,cổn / gọn
衯,fen1,phân,1,phân
衰,shuāi,thôi,3,thôi / suy / súy
衰,shuāi,suy,3,thôi / suy / súy
衰,shuāi,súy,3,thôi / suy / súy
衲,nà,nạp,2,nạp / nẹp
衲,nà,nẹp,2,nạp / nẹp
衵,yì,nật,1,nật
衷,zhōng,trung,2,trung / trúng
衷,zhōng,trúng,2,trung / trúng
衹,zhǐ,chỉ,2,chỉ / kỳ
衹,zhǐ,kỳ,2,chỉ / kỳ
衺,xié,tà,1,tà
衽,rèn,nhẫm,1,nhẫm
衾,qīn,khâm,1,khâm
衿,jīn,câm,1,câm
袁,yuán,viên,1,viên
袂,mèi,duệ,2,duệ / mệ
袂,mèi,mệ,2,duệ / mệ
袄,ǎo,áo,1,áo
袅,niǎo,nẻo,5,nẻo / niểu / ~nẻo / điệu / niệu
袅,niǎo,niểu,5,nẻo / niểu / ~nẻo / điệu / niệu
袅,niǎo,~nẻo,5,nẻo / niểu / ~nẻo / điệu / niệu
袅,niǎo,điệu,5,nẻo / niểu / ~nẻo / điệu / niệu
袅,niǎo,niệu,5,nẻo / niểu / ~nẻo / điệu / niệu
袆,huī,huy,1,huy
袈,jiā,ca,2,ca / cà
袈,jiā,cà,2,ca / cà
袊,ling3,linh,1,linh
袋,dài,đại,2,đại / đãy
袋,dài,đãy,2,đại / đãy
袌,bào,bão,1,bão
袍,páo,bào,1,bào
袎,yào,áo,1,áo
袏,zuò,tả,2,tả / tã
袏,zuò,tã,2,tả / tã
袑,shào,chéo,1,chéo
袒,tǎn,đản,1,đản
袓,ju4,cự,1,cự
袕,xue2,tuyết,1,tuyết
袖,xiù,tụ,1,tụ
袗,zhěn,chẩn,2,chẩn / chân
袗,zhěn,chân,2,chẩn / chân
袙,pà,mặc,1,mặc
袚,bō,phất,1,phất
袛,dī,~đây,1,~đây
袜,wà,miệt,3,miệt / vạt / mạt
袜,wà,vạt,3,miệt / vạt / mạt
袜,wà,mạt,3,miệt / vạt / mạt
袝,fu4,phú,1,phú
袞,gǔn,cổn,2,cổn / gọn
袞,gǔn,gọn,2,cổn / gọn
袟,zhì,dật,2,dật / trật
袟,zhì,trật,2,dật / trật
袠,zhì,dật,2,dật / trật
袠,zhì,trật,2,dật / trật
袢,pàn,phán,1,phán
袤,mào,mậu,1,mậu
袩,zhé,xiêm,1,xiêm
袪,qū,khư,1,khư
被,bèi,bí,2,bí / bị
被,bèi,bị,2,bí / bị
袭,xí,tập,1,tập
袮,mí,~mi,1,~mi
袯,bó,~bộc,2,~bộc / bát
袯,bó,bát,2,~bộc / bát
袱,fú,phục,1,phục
袲,chǐ,di,1,di
袳,chǐ,~sỉ,1,~sỉ
袴,kù,khố,1,khố
袵,rèn,nhẫm,1,nhẫm
袷,qiā,giáp,3,giáp / kiếp / khiếp
袷,jiá,kiếp,3,giáp / kiếp / khiếp
袷,jiá,khiếp,3,giáp / kiếp / khiếp
袺,jié,kết,1,kết
袼,gē,các,1,các
袽,rú,như,1,như
袾,zhu1,chủ,1,chủ
袿,guī,khuê,1,khuê
裀,yīn,nhân,1,nhân
裁,cái,tài,2,tài / trài
裁,cái,trài,2,tài / trài
裂,liè,liệt,1,liệt
裃,kǎ,~ca,1,~ca
裄,xing,~hằng,1,~hằng
装,zhuāng,trang,2,trang / ~trang
装,zhuāng,~trang,2,trang / ~trang
裆,dāng,đang,2,đang / đũng
裆,dāng,đũng,2,đang / đũng
裇,xū,tuất,1,tuất
裈,kūn,quân,2,quân / côn
裈,kūn,côn,2,quân / côn
裉,kèn,khẳng,1,khẳng
裊,niǎo,nẻo,5,nẻo / niểu / ~nẻo / điệu / niệu
裊,niǎo,niểu,5,nẻo / niểu / ~nẻo / điệu / niệu
裊,niǎo,~nẻo,5,nẻo / niểu / ~nẻo / điệu / niệu
裊,niǎo,điệu,5,nẻo / niểu / ~nẻo / điệu / niệu
裊,niǎo,niệu,5,nẻo / niểu / ~nẻo / điệu / niệu
裋,shù,thụ,1,thụ
裌,jiá,giáp,1,giáp
裍,kǔn,khổn,1,khổn
裎,chéng,trình,1,trình
裏,lǐ,lý,2,lý / lịa
裏,lǐ,lịa,2,lý / lịa
裒,póu,bầu,2,bầu / bâu
裒,póu,bâu,2,bầu / bâu
裔,yì,duệ,1,duệ
裕,yù,dụ,2,dụ / dịu
裕,yù,dịu,2,dụ / dịu
裘,qiú,cừu,1,cừu
裙,qún,quần,1,quần
裚,ji4,ký,1,ký
裛,yì,ấp,1,ấp
補,bǔ,bổ,2,bổ / bảo
補,bǔ,bảo,2,bổ / bảo
裝,zhuāng,trang,2,trang / ~trang
裝,zhuāng,~trang,2,trang / ~trang
裟,shā,sa,1,sa
裠,qún,quần,1,quần
裡,lǐ,lý,2,lý / lịa
裡,lǐ,lịa,2,lý / lịa
裢,lián,liên,2,liên / ~liên
裢,lián,~liên,2,liên / ~liên
裣,liǎn,~liễm,2,~liễm / liễm
裣,liǎn,liễm,2,~liễm / liễm
裤,kù,khố,2,khố / ~khố
裤,kù,~khố,2,khố / ~khố
裥,jiǎn,giản,4,giản / cán / ~cán / gián
裥,jiǎn,cán,4,giản / cán / ~cán / gián
裥,jiǎn,~cán,4,giản / cán / ~cán / gián
裥,jiǎn,gián,4,giản / cán / ~cán / gián
裨,bì,tì,2,tì / bì
裨,bì,bì,2,tì / bì
裩,kūn,côn,1,côn
裪,táo,~đào,1,~đào
裯,chóu,trù,2,trù / chù
裯,chóu,chù,2,trù / chù
裰,duō,chuyết,2,chuyết / xuyết
裰,duō,xuyết,2,chuyết / xuyết
裱,biǎo,phiếu,3,phiếu / biểu / bíu
裱,biǎo,biểu,3,phiếu / biểu / bíu
裱,biǎo,bíu,3,phiếu / biểu / bíu
裲,liǎng,lưỡng,1,lưỡng
裳,shang,thường,1,thường
裴,péi,bùi,1,bùi
裵,péi,bồi,1,bồi
裶,fēi,phi,1,phi
裸,luǒ,khỏa,4,khỏa / lỏa / khoả / loã
裸,luǒ,lỏa,4,khỏa / lỏa / khoả / loã
裸,luǒ,khoả,4,khỏa / lỏa / khoả / loã
裸,luǒ,loã,4,khỏa / lỏa / khoả / loã
裹,guǒ,khoả,1,khoả
裼,tì,thế,2,thế / tích
裼,tì,tích,2,thế / tích
製,zhì,chế,1,chế
裾,jū,cư,2,cư / cứ
裾,jū,cứ,2,cư / cứ
裿,yi3,nghĩa,1,nghĩa
褀,qí,~kì,1,~kì
褂,guà,quái,1,quái
褃,kèn,khẳng,1,khẳng
褄,qī,thê,1,thê
褆,tí,đề,1,đề
複,fù,hạ,4,hạ / phức / phục / phúc
複,fù,phức,4,hạ / phức / phục / phúc
複,fù,phục,4,hạ / phức / phục / phúc
複,fù,phúc,4,hạ / phức / phục / phúc
褉,xiè,~điệp,1,~điệp
褊,biǎn,biển,1,biển
褌,kūn,côn,1,côn
褎,xiù,tụ,2,tụ / hựu
褎,xiù,hựu,2,tụ / hựu
褏,xiù,tụ,1,tụ
褐,hè,hạt,2,hạt / cát
褐,hè,cát,2,hạt / cát
褒,bāo,bao,1,bao
褓,bǎo,bảo,2,bảo / bìu
褓,bǎo,bìu,2,bảo / bìu
褔,fù,phó,1,phó
褕,yú,du,1,du
褖,tuan4,đoàn,1,đoàn
褘,huī,huy,1,huy
褙,bèi,bối,1,bối
褚,chǔ,trữ,2,trữ / trử
褚,chǔ,trử,2,trữ / trử
褛,lǚ,~lũ,2,~lũ / lũ
褛,lǚ,lũ,2,~lũ / lũ
褝,dān,đan,1,đan
褞,yǔn,ôn,1,ôn
褟,tā,tháp,1,tháp
褠,gou1,câu,1,câu
褡,dā,đáp,1,đáp
褢,huái,hoài,1,hoài
褥,rù,nhục,1,nhục
褦,nài,nại,1,nại
褧,jiǒng,quýnh,1,quýnh
褪,tuì,thốn,2,thốn / thoái
褪,tuì,thoái,2,thốn / thoái
褫,chǐ,sỉ,1,sỉ
褭,niǎo,niểu,1,niểu
褯,jiè,tạ,1,tạ
褰,qiān,khiên,1,khiên
褱,huái,hoài,1,hoài
褲,kù,khố,2,khố / ~khố
褲,kù,~khố,2,khố / ~khố
褳,lián,liên,2,liên / ~liên
褳,lián,~liên,2,liên / ~liên
褴,lán,lam,1,lam
褵,lí,li,2,li / ly
褵,lí,ly,2,li / ly
褶,zhě,tập,4,tập / điệp / chấp / triệp
褶,zhě,điệp,4,tập / điệp / chấp / triệp
褶,zhě,chấp,4,tập / điệp / chấp / triệp
褶,zhě,triệp,4,tập / điệp / chấp / triệp
褸,lǚ,lũ,1,lũ
褺,diē,điệp,1,điệp
褻,xiè,tiết,1,tiết
褽,wèi,uý,1,uý
褾,biǎo,biểu,1,biểu
襀,jī,~tích,1,~tích
襁,qiǎng,cưỡng,1,cưỡng
襃,bāo,bao,2,bao / bầu
襃,bāo,bầu,2,bao / bầu
襄,xiāng,tương,1,tương
襆,fú,bộc,3,bộc / bọc / phộc
襆,fú,bọc,3,bộc / bọc / phộc
襆,fú,phộc,3,bộc / bọc / phộc
襇,jiǎn,giản,4,giản / cán / ~cán / gián
襇,jiǎn,cán,4,giản / cán / ~cán / gián
襇,jiǎn,~cán,4,giản / cán / ~cán / gián
襇,jiǎn,gián,4,giản / cán / ~cán / gián
襉,jiǎn,gián,1,gián
襊,cuì,túi,1,túi
襋,jí,cức,1,cức
襌,dān,đan,2,đan / thiền
襌,dān,thiền,2,đan / thiền
襍,zá,tập,2,tập / tạp
襍,zá,tạp,2,tập / tạp
襏,bó,bát,1,bát
襕,lán,lan,2,lan / ~lam
襕,lán,~lam,2,lan / ~lam
襖,ǎo,áo,1,áo
襘,guì,cổi,1,cổi
襚,suì,tùy,2,tùy / tuỳ
襚,suì,tuỳ,2,tùy / tuỳ
襛,nóng,nùng,1,nùng
襜,chān,xiêm,1,xiêm
襝,liǎn,liễm,1,liễm
襞,bì,bích,1,bích
襟,jīn,khâm,1,khâm
襠,dāng,đang,2,đang / đũng
